names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country,year,imdb
Alive,1993-04-01,69.0,"Adventure,Drama,Thriller","The amazing, true story of a Uruguayan rugby team's plane that crashed in the middle of the Andes mountains, and their immense will to survive and pull through alive, forced to do anything and everything they could to stay alive on meager rations and through the freezing cold.","AntonioBalbi,AntonioVizintín,BruceRamsay,CarlitosPáez,DavidKriegel,EthanHawke,GustavoZerbino,IlleanaDouglas,JavierMethol,JohnNewton,JoshHamilton,KevinBreznahan,LillianaMethol,NandoParrado,RobertoCanessa,RoyHarley,SamBehrens,VincentSpano",Alive,Released,English,32000000.0,36299670.0,AU,1993,6.9
The Transformers: The Movie,1986-12-26,72.0,"Animation,Science Fiction,Action,Adventure,Family","The Autobots must stop a colossal planet-consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons.","Arcee(voice),Bumblebee(voice),CaseyKasem,Cliffjumper(voice),DanGilvezan,FrankWelker,Galvatron(voice),HotRod/RodimusPrime(voice),Jazz(voice),JuddNelson,LeonardNimoy,Megatron/Soundwave/Rumble(voice),OptimusPrime(voice),OrsonWelles,PeterCullen,ScatmanCrothers,SusanBlu,Unicron(voice)",The Transformers: The Movie,Released,English,6000000.0,5849647.0,AU,1986,7.2
Corsage,2023-02-09,69.0,"Drama,History","A fictional account of one year in the life of Empress Elisabeth of Austria. On Christmas Eve 1877, Elisabeth, once idolized for her beauty, turns 40 and is officially deemed an old woman; she starts trying to maintain her public image.","AaronFriesz,AlmaHasun,BayMiddleton,ColinMorgan,CrownPrinceofAustria,EmpressElisabeth,FannyFeifalik,FinneganOldfield,FlorianTeichtmeister,FranzJosef,IdaFerenczy,JeanneWerner,KatharinaLorenz,LouisLePrince,LudwigII,ManuelRubey,MarieFestetics,Rudolf,VickyKrieps",Corsage,Released,German,7580600.0,537274.0,AU,2023,6.9
The Battle at Lake Changjin,2021-09-30,61.0,"Drama,War","Korean War, winter 1950. In the frozen and snowy area of Changjin Lake, a bloody battle is about to begin between the elite troops of the United States and China.","DuanYihong,ElvisHan,HuJun,JacksonYee,JerryLee,LeiJusheng,MeiSheng,OhoOu,PingHe,SongShiLun,TanZiwei,WuJing,WuQianli,WuWanli,YangGenSi,YawenZhu,YuCongrong,ZhangHanyu", 长津湖,Released,Chinese,200000000.0,902540935.0,CN,2021,6.1
Clouds,2020-10-16,83.0,"Music,Drama,Romance","Young musician Zach Sobiech discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.","Alli,Amy,DylanEverett,GraceSobiech,LauraSobiech,LilRelHowery,MadisonIseman,Mr.Weaver,NeveCampbell,RobSobiech,SabrinaCarpenter,Sam,Sammy,SteffanArgus,SummerH.Howell,TomEverettScott,VivienEndicottDouglas,ZachSobiech",Clouds,Released,English,104400000.0,592783137.6,AU,2020,8.3
Babylon A.D.,2008-09-16,56.0,"Action,Adventure,Science Fiction,Thriller",A veteran-turned-mercenary is hired to take a young woman with a secret from post-apocalyptic Eastern Europe to New York City.,"Aurora,CharlotteRampling,Darquandier,Dr.Newton,Finn,Gorsky,GérardDepardieu,Hohepriesterin,JoelKirby,JérômeLeBanner,Killa,LambertWilson,MarkStrong,MichelleYeoh,MélanieThierry,SchwesterRebecca,Toorop,VinDiesel",Babylon A.D.,Released,English,45000000.0,70216497.0,AU,2008,5.6
Land of the Dead,2005-08-04,62.0,"Horror,Thriller,Science Fiction","The world is full of zombies and the survivors have barricaded themselves inside a walled city to keep out the living dead. As the wealthy hide out in skyscrapers and chaos rules the streets, the rest of the survivors must find a way to stop the evolving zombies from breaking into the city.","AsiaArgento,BigDaddy,BryanRenfro,Charlie,Cholo,DennisHopper,EugeneA.Clark,Fiddler'sGreenPromoAnnouncer,JoanneBoland,JohnLeguizamo,Kaufman,Number9'sVictim,PrettyBoy,Riley,RobertJoy,RobinWard,SimonBaker,Slack",Land of the Dead,Released,English,15000000.0,47074133.0,AU,2005,6.2
My Girlfriend's Mother 3,2019-03-22,10.0,"Romance,Drama","The man was originally very loving with his girlfriend, and often did some exciting love, including in public places. However, when the man went to his girlfriend's house to see the future mother-in-law, things began to reverse, and the first rushed into it. The mother-in-law’s bathroom made the man’s heart yy, and all this has just begun, because the mother-in-law also discovered his huge genitals...",",AhnSo-hee,BaekSe-ri", 여친 엄마 3,Released,Korean,198540000.0,38157314.0,CN,2019,1.0
Soul Plane,2004-05-28,53.0,"Romance,Comedy","Following a ridiculously awful flight that leads to his pet's death, Nashawn Wade files a lawsuit against the airline, and wins a multimillion-dollar settlement. Determined to create a better flying experience, Nashawn starts his own airline, one that caters to an African-American clientele. Going into business with a tricked-out plane piloted by the smooth Capt. Mack, the airline hits a snag when it has to deal with the family of Elvis Hunkee.","Blanca,CaptainMack,D.L.Hughley,Gaeman,Giselle,Godfrey,Jamiqua,Johnny,K.D.Aubert,KevinHart,MethodMan,Mo'Nique,Mr.Hunkee,Muggsy,Nashawn,SnoopDogg,SofíaVergara,TomArnold",Soul Plane,Released,English,16000000.0,14553807.0,US,2004,5.3
Wyatt Earp,1994-06-24,68.0,"Western,Drama,Action,Adventure",Covering the life and times of one of the West's most iconic heroes.,"DavidAndrews,DennisQuaid,DocHolliday,GeneHackman,IkeClanton,JamesEarp,JeffFahey,JoannaGoing,JosieMarcus,KevinCostner,LindenAshby,MarkHarmon,MichaelMadsen,MorganEarp,NicholasEarp,SheriffJohnnyBehan,VirgilEarp,WyattEarp",Wyatt Earp,Released,English,63000000.0,25052000.0,US,1994,6.8
Freaks,1932-02-12,78.0,"Drama,Horror","A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.","Angeleno,AngeloRossitto,Cleopatra,DaisyEarles,Frieda,Hans,HarryEarles,HenryVictor,Hercules,JerryAustin,Knife-ThrowingDwarf(uncredited),LeilaHyams,OlgaBaclanova,Phroso,Roscoe,RoscoeAtes,Venus,WallaceFord",Freaks,Released,English,310607.0,4679111.6,US,1932,7.8
The Mothman Prophecies,2002-05-23,62.0,"Drama,Horror,Mystery",Reporter John Klein is plunged into a world of impossible terror and unthinkable chaos when fate draws him to a sleepy West Virginia town whose residents are being visited by a great winged shape that sows hideous nightmares and fevered visions.,"AlanBates,AlexanderLeek,BillLaing,ChiefJoshJarrett,ConnieMills,DavidEigenberg,DebraMessing,DeniseSmallwood,EdFleischman,GordonSmallwood,IndridCold,JohnKlein,LauraLinney,LucindaJenney,MaryKlein,NesbittBlaisdell,RichardGere,WillPatton",The Mothman Prophecies,Released,English,42000000.0,56438555.0,AU,2002,6.2
Twins,1989-01-19,60.0,Comedy,Julius and Vincent Benedict are the results of an experiment that would allow for the perfect child. Julius was planned and grows to athletic proportions. Vincent is an accident and is somewhat smaller in stature. Vincent is placed in an orphanage while Julius is taken to a south seas island and raised by philosophers. Vincent becomes the ultimate low life and is about to be killed by loan sharks.,"AlGreco,ArnoldSchwarzenegger,BeetrootMcKinley,BonnieBartlett,ChloeWebb,DannyDeVito,DavidCaruso,Granger,HughO'Brian,JuliusBenedict,KellyPreston,LindaMason,MarnieMason,MarshallBell,OldMaryAnnBenedict,TreyWilson,VincentBenedict,Webster",Twins,Released,English,15000000.0,216600000.0,AU,1989,6.0
A Simple Favor,2018-08-29,66.0,"Crime,Thriller,Mystery,Comedy","Stephanie, a dedicated mother and popular vlogger, befriends Emily, a mysterious upper-class woman whose son Nicky attends the same school as Miles, Stephanie's son. When Emily asks her to pick Nicky up from school and then disappears, Stephanie undertakes an investigation that will dive deep into Emily's cloudy past.","AndrewRannells,AnnaKendrick,BashirSalahuddin,BlakeLively,DanielleBourgon,Darren,DennisNylon,DetectiveSummervile,DianaHyland,EmilyNelson,Grace,HenryGolding,KellyMcCormack,LindaCardellini,RupertFriend,SeanTownsend,Stacy,Stephanie'sMom,StephanieSmothers",A Simple Favor,Released,English,20000000.0,97628717.0,AU,2018,6.6
Vico C: The Life of a Philosopher,2017-08-17,74.0,Drama,"A biographical film based on the story of the singer, songwriter and pioneer of urban music in Spanish. From his humble beginnings until his jump to international fame. The harsh experiences of a warrior of life that changed the perspective of music in the world.",",BryanReyes,CPAAuditor,CésarFarrait,LuisaBenítez,MariangelieVélez,Nore-LizLatorre,OmarCruzSoto,OsvaldoOtero,Ramiro'Ramir'DelgadoRuiz,XavierMorales", Vico C: La vida del filósofo,Released,"Spanish,Castilian",67800000.0,653988016.4,PR,2017,7.4
Girl with a Pearl Earring,2004-01-16,66.0,"Drama,Romance","This film, adapted from a work of fiction by author Tracy Chevalier, tells a story about the events surrounding the creation of the painting ""Girl With A Pearl Earring"" by 17th century Dutch master Johannes Vermeer. A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works.","CatharinaBolnesVermeer,ChrisMcHallem,CillianMurphy,ColinFirth,EssieDavis,GabrielleReidy,Griet,Griet'sFather,Griet'sMother,JoannaScanlan,JohannesVermeer,JudyParfitt,MariaThins,Pieter,PieterVanRuijven,ScarlettJohansson,Tanneke,TomWilkinson",Girl with a Pearl Earring,Released,English,12000000.0,43153588.0,GB,2004,6.6
Hostiles,2018-06-04,69.0,"Western,Drama,History",A legendary Native American-hating Army captain nearing retirement in 1892 is given one last assignment: to escort a Cheyenne chief and his family through dangerous territory back to his Montana reservation.,"AdamBeach,BlackHawk,CaptainJosephJ.Blocker,ChiefYellowHawk,ChristianBale,CorporalTommyThomas,CyrusLounde,JessePlemons,LieutenantColonelRossMcCowan,LieutenantRudyKidder,MasterSergeantThomasMetz,PaulAnderson,PeterMullan,RoryCochrane,RosaleeQuaid,RosamundPike,ScottWilson,WesStudi",Hostiles,Released,English,50000000.0,36976336.0,AU,2018,6.9
Shark: The Beginning,2021-06-17,69.0,Action,"A bullied teenager who is locked up at a juvenile detention center due to an unexpected accident, meets a mixed martial arts champion to break through his own limits.","AnHyun-min,BaeMyung-jin,BaeSeok-chan,ChaWoo-sol,ChaYup,HanSeong-yong,HyeonWoo-yong,JeongDo-hyeon,JeongSang-hyub,JungWon-chang,KimMin-seok,LeeHyun-wook,LeeJae-kyoon,LeeJung-hyun,LeeWon-joon,MinJong-tae,ShinMin-jae,WiHa-jun", 샤크: 더 비기닝,Released,Korean,54600000.0,225671705.0,KR,2021,6.9
The Beguiled,2017-06-27,59.0,Drama,"During the Civil War, at a Southern girls’ boarding school, young women take in an injured enemy soldier. As they provide refuge and tend to his wounds, the house is taken over with sexual tension and dangerous rivalries, and taboos are broken in an unexpected turn of events.","AddisonRiecke,Alicia,Amy,AngourieRice,Captain,ColinFarrell,CorporalJohnMcBurney,EdwinaMorrow,ElleFanning,Emily,EmmaHoward,Jane,KirstenDunst,Marie,MarthaFarnsworth,NicoleKidman,OonaLaurence,WaynePére",The Beguiled,Released,English,10000000.0,28039038.0,AU,2017,5.9
Misery,1991-03-28,78.0,"Drama,Thriller","Novelist Paul Sheldon crashes his car on a snowy Colorado road. He is found by Annie Wilkes, the ""number one fan"" of Paul's heroine Misery Chastaine. Annie is also dangerously unstable, and Paul finds himself crippled, drugged, and at her mercy.","Anchorman,Anchorwoman,AnnieWilkes,Buster,FrancesSternhagen,GrahamJarvis,JamesCaan,JerryPotter,JuneChristopher,KathyBates,LaurenBacall,Libby,MarciaSindell,PaulSheldon,Pete,RichardFarnsworth,ThomasBrunelle,Virginia",Misery,Released,English,20000000.0,61276872.0,AU,1991,7.8
Game of Thrones: The Last Watch,2019-05-26,71.0,"Documentary,TV Movie","For a year, acclaimed British filmmaker Jeanie Finlay was embedded on the set of the hit HBO series “Game of Thrones,” chronicling the creation of the show’s most ambitious and complicated season.  Debuting one week after the series 8 finale, GAME OF THRONES: THE LAST WATCH delves deep into the mud and blood to reveal the tears and triumphs involved in the challenge of bringing the fantasy world of Westeros to life in the very real studios, fields and car-parks of Northern Ireland.  Made with unprecedented access, GAME OF THRONES: THE LAST WATCH is an up-close and personal portrait from the trenches of production, following the crew and the cast as they contend with extreme weather, punishing deadlines and an ever-excited fandom hungry for spoilers.  Much more than a “making of” documentary, this is a funny, heartbreaking story, told with wit and intimacy, about the bittersweet pleasures of what it means to create a world – and then have to say goodbye to it.","EmiliaClarke,IsaacHempstead-Wright,KitHarington,LenaHeadey,MaisieWilliams,MichelleFairley,NikolajCoster-Waldau,PeterDinklage,Self,SophieTurner",Game of Thrones: The Last Watch,Released,English,96200000.0,406641432.4,US,2019,7.1
The Road,2010-01-28,70.0,"Adventure,Drama","A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind and water. It is cold enough to crack stones, and, when the snow falls it is gray. The sky is dark. Their destination is the warmer south, although they don't know what, if anything, awaits them there.","BeardedMan,BobJennings,Boy,CharlizeTheron,Father,FriendlyWoman,GangMember,GarretDillahunt,GuyPearce,KodiSmit-McPhee,MichaelKennethWilliams,MollyParker,Mother,OldMan-Eli,RobertDuvall,TheThief,Veteran,ViggoMortensen",The Road,Released,English,25000000.0,29206732.0,AU,2010,7.0
The Hurricane,2000-03-16,74.0,Drama,"The story of Rubin ""Hurricane"" Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.","ClancyBrown,DanHedaya,DavidPaymer,DebbiMorgan,DeborahKaraUnger,DellaPesca,DenzelWashington,JohnHannah,LesraMartin,LievSchreiber,LisaPeters,Lt.JimmyWilliams,MaeThelma,MyronBedlock,Rubin""Hurricane""Carter,SamChaiton,Terry,VicellousReonShannon",The Hurricane,Released,English,38000000.0,73956241.0,AU,2000,7.4
She and Her Cat: Everything Flows,2016-05-21,69.0,"Animation,Drama","This simple, charming series follows a young woman as she job hunts and experiences various changes in her life, all while her cat Daru remains the supportive constant.","AkikoHiramatsu,Chika(voice),Chobi(voice),Daru(voice),ElementarySchoolStudent(voice),HiromichiTezuka,JuniorHighSchoolStudent(voice),KanaHanazawa,MakotoShinkai,Miyu'sMother(voice),Miyu(voice),Narrator(voice),SayuriYahagi,ShinoShimoji,ShintaroAsanuma,ShunHorie", 彼女と彼女の猫 - Everything Flows,Released,Japanese,136900000.0,278909359.2,JP,2016,6.9
A Jazzman's Blues,2022-09-16,77.0,"Drama,Romance",A tale of forbidden love and family drama unravels 40 years of secrets and lies against a soundtrack of juke joint blues in the Deep South.,"AmirahVann,AustinScott,Bayou,BradBenedict,BrentAntonello,Citsy,HattieMae,HolocaustsurvivorIra,JohnClayton,JohnathanDupree,JoshuaBoone,KarioMarcel,Leanne,MilaunaJackson,RyanEggold,SheriffJackson,SoleaPfeiffer,WillieEarl",A Jazzman's Blues,Released,English,80000000.0,381000857.6,US,2022,7.7
Masquerade,2022-04-01,61.0,Thriller,A young girl struggles to survive after a group of home invaders break into her house to steal her family's priceless artwork.,"AlyviaAlynLind,AnaRodas,AustinNichols,BellaThorne,Casey,Daniel,JoanaMetrass,MichaelProctor,MirceaMonroe,Nanny,Olivia,Patrick,Rose,SkylerSamuels,Sofia,Woman",Masquerade,Released,English,62000000.0,379472585.0,AU,2022,6.1
Dead Space: Downfall,2008-10-28,61.0,"Animation,Horror,Science Fiction,Thriller","On a deep space mining mission to a remote planet, an ancient religious relic - thought to be proof of the existence of God - is unearthed and brought aboard. When the unholy artifact unleashes a long-dormant alien race, its glimpse of Heaven transforms the ship into a living Hell. A prequel to the events of the 2008 video game Dead Space.","AlissaVincent(voice),BobNeill,BruceBoxleitner,CaptainMathius/Farum(voice),Cartusian(voice),ColinBarrow(voice),GreyDeLisle,Hansen/Glenn(voice),Heather/DonnaFawkes(voice),JeffBennett,JimCummings,KellyHu,Leggio/Dobbs/Jackson(voice),MauriceLaMarche,NikaFutterman,PhilMorris,Shen(voice),White/Bavaro(voice)",Dead Space: Downfall,Released,English,118000000.0,550246804.4,US,2008,6.1
